DataYear,BuildingName,BuildingType,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),EPAPropertyType,ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,NumberofBuildings
2020,HERMAN BLUMENTHAL BUILDING,NonResidential,47.59938,-122.33328,DOWNTOWN,1.0,1900,3,28142,28142,0,89.0,27.3,26.2,767864.0,737022.0,50.0,48.7,Office,28142.0,90254.0,371858.0,572.0,Office,Compliant,No Issue,307947.0,57218.0,35.5,1.3,1.0
2020,WALTHAM BLOCK/OCCIDENTAL BUILDING,NonResidential,47.59954,-122.33327,DOWNTOWN,7.0,1900,3,28760,28760,0,72.97791381968165,50.3,48.1,1224812.0,1171196.0,75.8,73.1,Office,12314.0,77853.0,550509.0,3551.0,Office,Compliant,No Issue,265635.0,355052.0,66.0,2.3,1.0
2020,UNION TRUST BUILDING,NonResidential,47.59979,-122.33318,DOWNTOWN,7.0,1902,4,39030,39030,0,96.0,21.5,20.8,831885.0,805208.0,47.5,46.6,Office,32001.0,160266.0,12048202.094594594,2584.0,Office,Compliant,No Issue,546829.0,258379.0,16.6,0.4,1.0
2020,UNION TRUST ANNEX,NonResidential,47.59979,-122.33339,DOWNTOWN,7.0,1902,4,27838,27838,0,83.0,33.6,33.6,936606.0,936606.0,94.2,94.2,Office,27838.0,274504.0,12048202.094594594,22504.475928677562,Office,Compliant,No Issue,936606.0,2247779.528766311,5.0,0.2,1.0
2020,BUTTNICK BUILDING,NonResidential,47.60071,-122.33377,DOWNTOWN,7.0,1909,3,47215,47215,0,94.0,24.4,24.4,1124225.0,1124225.0,63.9,63.9,Office,23659.0,294887.0,12048202.094594594,1181.0,Office,Compliant,No Issue,1006154.0,118070.0,11.6,0.2,1.0
2020,EAST PRECINCT,Nonresidential COS,47.61492,-122.31728,EAST,3.0,1926,2,61580,34580,27000,72.97791381968165,85.6,83.6,3104605.0,3033429.0,205.8,201.6,Police Station,36280.0,691760.0,12048202.094594594,6731.0,Police Station,Compliant,No Issue,2360285.0,673144.0,48.3,1.4,1.0
2020,Ballou Wright Building,NonResidential,47.61459,-122.31724,EAST,3.0,1917,3,30720,30720,0,72.97791381968165,32.9,32.2,954891.0,935841.0,73.5,72.9,Office,28189.0,190076.0,12048202.094594594,2873.0,Office,Compliant,No Issue,648539.0,287302.0,18.7,0.6,1.0
2020,POST OPTIONS,NonResidential,47.61428,-122.31726,EAST,1.0,1916,2,20640,20640,0,72.97791381968165,11.0,11.0,235262.0,235262.0,30.8,30.8,Retail Store,9750.0,68951.0,12048202.094594594,22504.475928677562,Mixed Use Property,Not Compliant,Default Data,235262.0,2247779.528766311,1.3,0.1,1.0
2020,PIKE BUILDING,NonResidential,47.61421,-122.3193,EAST,3.0,1912,2,34914,34914,0,72.97791381968165,93.1,90.8,2928598.0,2855764.0,147.7,145.3,Retail Store,14983.0,263120.0,12048202.094594594,19580.0,Mixed Use Property,Compliant,No Issue,897765.0,1957999.0,108.8,3.1,1.0
2020,LEGACY PINE STREET,NonResidential,47.61508,-122.31845,EAST,3.0,1906,3,20897,20897,0,72.97791381968165,38.7,37.5,659443.0,640244.0,76.9,75.7,Office,10228.0,103789.0,12048202.094594594,2861.0,Office,Compliant,No Issue,354128.0,286116.0,17.1,0.8,1.0
2020,COLLECTION AGENCY OFFICE,NonResidential,47.61435,-122.31859,EAST,3.0,1913,3,22866,22866,0,72.97791381968165,61.8,61.8,1414169.0,1414169.0,131.1,131.1,Office,22866.0,253267.0,12048202.094594594,5500.0,Office,Compliant,No Issue,864148.0,550021.0,33.8,1.5,1.0
2020,THE FORD BUILDING,NonResidential,47.61466,-122.31984,EAST,3.0,1920,1,30240,30240,0,88.0,27.6,26.8,909774.0,882786.0,61.5,60.6,Retail Store,32205.0,178800.0,12048202.094594594,2727.0,Retail Store,Compliant,No Issue,610066.0,272720.0,17.7,0.6,1.0
2020,COMET TAVERN,Multifamily LR (1-4),47.61427,-122.31977,EAST,1.0,1910,3,32100,32100,0,72.97791381968165,5.5,5.3,178078.0,168727.0,9.8,9.5,Multifamily Housing,21400.0,21600.0,12048202.094594594,950.0,Multifamily LR (1-4),Compliant,No Issue,73698.0,95029.0,5.4,0.2,1.0
2020,ROOSEVELT APARTMENTS,Multifamily LR (1-4),47.61738,-122.31749,EAST,3.0,1925,3,36148,29513,6635,20.0,113.8,108.3,3359154.0,3196946.0,141.3,135.5,Multifamily Housing,29513.0,107707.0,12048202.094594594,28294.0,Multifamily LR (1-4),Compliant,No Issue,367497.0,2829449.0,152.2,5.2,1.0
2020,MULTI RES,Multifamily LR (1-4),47.65901,-122.3201,NORTHEAST,4.0,1990,4,24153,16554,7599,72.97791381968165,25.9,25.4,429063.0,420041.0,72.6,71.0,Multifamily Housing,16554.0,123107.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,420041.0,2247779.528766311,2.2,0.1,1.0
2020,KELSEY APARTMENTS,Multifamily LR (1-4),47.65859,-122.31913,NORTHEAST,1.0,1986,4,47332,34373,12959,100.0,23.3,22.8,799568.0,785034.0,65.1,63.9,Multifamily Housing,34373.0,230080.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,785034.0,2247779.528766311,4.2,0.1,1.0
2020,CENTURYLINK: CAMPUS CO,NonResidential,47.65729,-122.31937,NORTHEAST,4.0,1962,2,28586,28586,0,72.97791381968165,188.4,188.4,5089708.0,5089708.0,527.4,527.4,Other,27022.0,1491708.0,12048202.094594594,22504.475928677562,Other,Compliant,No Issue,5089708.0,2247779.528766311,27.1,0.9,1.0
2020,PORTAGE BAY APTS,Multifamily MR (5-9),47.65631,-122.3195,NORTHEAST,4.0,1986,6,46689,38605,8084,99.0,25.1,24.7,919325.0,903047.0,70.4,69.1,Multifamily Housing,36589.0,264668.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,903047.0,2247779.528766311,4.8,0.1,1.0
2020,LAKE VIEW APTS,Multifamily LR (1-4),47.65676,-122.32053,NORTHEAST,1.0,1987,4,30347,23432,6915,100.0,23.1,22.5,537462.0,521941.0,64.7,62.9,Multifamily Housing,23242.0,152972.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,521941.0,2247779.528766311,2.8,0.1,1.0
2020,EASTERN HOTEL HOUSING,Multifamily LR (1-4),47.59802,-122.32468,DOWNTOWN,2.0,1909,4,33887,33887,0,72.97791381968165,61.7,59.8,2197422.0,2132839.0,100.6,98.7,Multifamily Housing,30387.0,213728.0,12048202.094594594,14036.0,Multifamily LR (1-4),Compliant,No Issue,729240.0,1403599.0,78.4,2.3,1.0
2020,GEE HOW OAK TIN,Multifamily LR (1-4),47.59784,-122.32394,DOWNTOWN,1.0,1907,3,25600,25600,0,100.0,80.1,80.1,576853.0,576853.0,224.3,224.3,Multifamily Housing,7200.0,169066.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,576853.0,2247779.528766311,3.1,0.1,1.0
2020,BELLEVUE PLACE APTS,Multifamily LR (1-4),47.61769,-122.32701,EAST,3.0,1963,4,23150,23150,0,92.0,32.2,31.5,582461.0,571005.0,82.1,80.5,Multifamily Housing,18100.0,143516.0,12048202.094594594,813.0,Multifamily LR (1-4),Compliant,No Issue,489678.0,81327.0,6.9,0.3,1.0
2020,VIOLETT APTS ON MELROSE,Multifamily LR (1-4),47.61598,-122.32758,EAST,3.0,1960,4,37151,34024,3127,99.0,21.8,21.6,810878.0,801777.0,50.6,49.9,Multifamily Housing,37151.0,169559.0,12048202.094594594,2232.0,Multifamily LR (1-4),Compliant,No Issue,578536.0,223241.0,14.9,0.4,1.0
2020,THREE20 APARTMENTS,Multifamily MR (5-9),47.61539,-122.32708,EAST,3.0,2013,6,130284,90314,39970,56.0,67.3,66.7,6079560.0,6025602.0,129.8,129.2,Multifamily Housing,90314.0,894927.0,12048202.094594594,29721.0,Multifamily MR (5-9),Compliant,No Issue,3053492.0,2972109.0,174.1,1.9,1.0
2020,BELLEVUE TERRACE,Multifamily MR (5-9),47.61593,-122.32715,EAST,3.0,2012,6,24962,24962,0,79.0,30.5,30.2,761374.0,754159.0,85.4,84.6,Multifamily Housing,24962.0,221031.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,754159.0,2247779.528766311,4.0,0.2,1.0
2020,CAPITOL STEPS APARTMENTS,Multifamily MR (5-9),47.61609,-122.32714,EAST,1.0,1997,7,73830,58905,14925,69.0,39.0,38.3,1621923.0,1593225.0,109.2,107.2,Multifamily Housing,41600.0,466947.0,12048202.094594594,1920.3333333333333,Multifamily MR (5-9),Compliant,No Issue,1593225.0,192028.0,8.5,0.1,1.0
2020,BELLEVUE & OLIVE APTS,Multifamily MR (5-9),47.61666,-122.32708,EAST,3.0,1994,6,77577,48587,28990,95.0,37.1,36.2,1878318.0,1835026.0,84.7,83.2,Multifamily Housing,43656.0,383338.0,12048202.094594594,5271.0,Multifamily MR (5-9),Compliant,No Issue,1307949.0,527077.0,34.9,0.7,1.0
2020,MERRILL GARDENS - FAERLAND TERRACE,NonResidential,47.61318,-122.32747,EAST,7.0,1969,6,95117,69035,26082,8.0,61.3,60.6,6232466.0,6168270.0,129.8,129.1,Senior Living Community,101746.0,1115230.0,12048202.094594594,23631.0,,Compliant,No Issue,3805165.0,2363107.0,145.7,2.1,1.0
2020,THE NEW MCDERMOTT APARTMENTS,Multifamily MR (5-9),47.6146,-122.32661,EAST,3.0,1926,7,54572,54572,0,99.0,43.7,41.5,2387144.0,2266345.0,65.3,63.0,Multifamily Housing,54572.0,177177.0,12048202.094594594,16618.0,Multifamily MR (5-9),Compliant,No Issue,604527.0,1661818.0,91.5,1.7,1.0
2020,FIRST COVENANT CHURCH,NonResidential,47.61426,-122.32661,EAST,3.0,1910,2,24600,24600,0,87.0,9.9,9.7,244301.0,239313.0,21.6,21.1,Worship Facility,24600.0,44880.0,12048202.094594594,862.0,Worship Facility,Compliant,No Issue,153131.0,86182.0,5.4,0.2,1.0
2020,1629 CONDOMINIUM,Multifamily LR (1-4),47.63447,-122.35724,MAGNOLIA / QUEEN ANNE,7.0,1990,4,20378,20378,0,72.97791381968165,29.6,29.1,602901.0,593318.0,73.5,72.6,Multifamily Housing,20378.0,143437.0,12048202.094594594,1039.0,Multifamily LR (1-4),Compliant,No Issue,489406.0,103912.0,8.1,0.4,1.0
2020,HAWTHORNE APARTMENTS,Multifamily MR (5-9),47.61592,-122.32644,EAST,3.0,2001,8,104452,63076,41376,95.0,36.3,36.0,1860341.0,1842312.0,99.5,98.6,Multifamily Housing,51243.0,521808.0,12048202.094594594,619.0,Multifamily MR (5-9),Not Compliant,Account Requires Verification,1780410.0,61902.0,12.8,0.2,1.0
2020,STONE COURT,Multifamily LR (1-4),47.69687,-122.34221,NORTHWEST,5.0,1989,4,21880,18880,3000,84.0,33.5,32.7,619155.0,603637.0,93.8,91.5,Multifamily Housing,18480.0,176916.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,603637.0,2247779.528766311,3.2,0.2,1.0
2020,GRANVIEW APARTMENTS,Multifamily LR (1-4),47.69658,-122.34342,NORTHWEST,1.0,1989,4,29562,21031,8531,89.0,31.8,31.1,668856.0,653368.0,89.0,87.0,Multifamily Housing,21031.0,191491.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,653368.0,2247779.528766311,3.5,0.2,1.0
2020,HILL CREST APARTMENTS,Multifamily LR (1-4),47.53456,-122.37632,DELRIDGE NEIGHBORHOODS,1.0,1989,4,84415,63198,21217,95.0,26.6,26.2,1680650.0,1656272.0,74.5,73.4,Multifamily Housing,63198.0,485426.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1656272.0,2247779.528766311,8.8,0.1,1.0
2020,WEST OLYMPIC VIEW CONDOMINIUM,Multifamily LR (1-4),47.5519,-122.38753,SOUTHWEST,1.0,1978,4,22000,22000,0,92.0,25.5,24.9,561203.0,547704.0,71.4,69.7,Multifamily Housing,22000.0,160523.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Not Compliant,Account Requires Verification,547704.0,2247779.528766311,2.9,0.1,1.0
2020,WEST POINT PLACE CONDOMINIUM,Multifamily LR (1-4),47.56079,-122.3766,SOUTHWEST,1.0,1988,4,21581,21581,0,72.97791381968165,20.0,19.6,432131.0,423036.0,56.1,54.9,Multifamily Housing,21581.0,123985.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,423036.0,2247779.528766311,2.2,0.1,1.0
2020,WEST QUEEN ANNE ON 5TH CONDO,Multifamily LR (1-4),47.63182,-122.36384,MAGNOLIA / QUEEN ANNE,7.0,1920,4,57212,57212,0,28.0,36.7,35.5,1736915.0,1679728.0,102.7,99.3,Multifamily Housing,47346.0,492300.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1679728.0,2247779.528766311,8.9,0.2,1.0
2020,WESTRIDGE PARK APARTMENTS (7901),Multifamily LR (1-4),47.53144,-122.36076,DELRIDGE NEIGHBORHOODS,1.0,1990,2,131307,131307,0,21.0,46.0,44.6,6042198.0,5855269.0,128.4,124.4,Multifamily Housing,131307.0,1705581.0,12048202.094594594,358.0,Multifamily LR (1-4),Compliant,No Issue,5819442.0,35828.0,32.8,0.3,1.0
2020,Villa Andora,Multifamily LR (1-4),47.58968,-122.38587,SOUTHWEST,1.0,1969,3,30420,30420,0,69.0,28.1,27.5,987920.0,965658.0,78.7,76.9,Multifamily Housing,35164.0,283018.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,965657.0,2247779.528766311,5.1,0.2,1.0
2020,PARK HAMILTON,Multifamily LR (1-4),47.59027,-122.3866,SOUTHWEST,1.0,1966,4,39757,36067,3690,55.0,29.6,28.8,1069250.0,1037398.0,83.0,80.5,Multifamily Housing,36067.0,304044.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1037398.0,2247779.528766311,5.5,0.2,1.0
2020,PARK WEST CARE CENTER,NonResidential,47.58767,-122.38672,SOUTHWEST,1.0,1961,3,54863,46633,8230,77.0,113.5,112.2,4863688.0,4806242.0,200.4,199.0,Senior Living Community,42840.0,582840.0,12048202.094594594,28176.0,,Compliant,No Issue,1988650.0,2817592.0,160.2,3.4,1.0
2020,LORINGTON APTS,Multifamily LR (1-4),47.61861,-122.31783,EAST,3.0,1910,3,27328,27328,0,40.0,72.5,69.3,1981727.0,1893888.0,90.7,87.4,Multifamily Housing,27328.0,66811.0,12048202.094594594,16659.0,Multifamily LR (1-4),Compliant,No Issue,227960.0,1665928.0,89.7,3.3,1.0
2020,HOLIDAY APT,Multifamily LR (1-4),47.61977,-122.31918,EAST,3.0,1958,3,23200,23200,0,49.0,35.0,34.4,812066.0,797156.0,97.0,95.2,Multifamily Housing,23200.0,229706.0,12048202.094594594,134.0,Multifamily LR (1-4),Compliant,No Issue,783757.0,13399.0,4.9,0.2,1.0
2020,LINCOLN COURT,Multifamily LR (1-4),47.61895,-122.31852,EAST,3.0,1907,3,20457,20457,0,50.0,74.4,71.2,1614581.0,1546089.0,99.7,96.4,Multifamily Housing,21700.0,78565.0,12048202.094594594,12780.0,Multifamily LR (1-4),Compliant,No Issue,268065.0,1278024.0,69.3,3.4,1.0
2020,THE CAPITAL BLDG,Multifamily MR (5-9),47.62007,-122.32067,EAST,1.0,1924,5,38160,38160,0,91.0,57.4,54.3,2191716.0,2071571.0,83.0,79.7,Multifamily Housing,38160.0,144930.0,12048202.094594594,15771.0,Multifamily MR (5-9),Compliant,No Issue,494502.0,1577069.0,86.4,2.3,1.0
2020,705 LOFTS,Multifamily MR (5-9),47.59739,-122.32354,DOWNTOWN,2.0,2006,6,46951,35028,11923,72.97791381968165,32.5,32.0,1185485.0,1168479.0,91.0,89.7,Multifamily Housing,35425.0,342462.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,1168479.0,2247779.528766311,6.2,0.2,1.0
2020,NEW AMERICAN CONDO,Multifamily LR (1-4),47.59852,-122.32321,DOWNTOWN,2.0,1916,4,30210,30210,0,72.97791381968165,35.5,34.8,1072728.0,1050238.0,62.7,61.2,Multifamily Housing,15810.0,124884.0,12048202.094594594,6241.0,Multifamily LR (1-4),Not Compliant,Default Data,426103.0,624135.0,35.4,1.2,1.0
2020,MODINE,NonResidential,47.55544,-122.33294,GREATER DUWAMISH,2.0,1960,1,25000,25000,0,75.0,10.8,10.4,269072.0,260683.0,23.2,22.8,Non-Refrigerated Warehouse,24000.0,49826.0,12048202.094594594,907.0,Non-Refrigerated Warehouse,Compliant,No Issue,170005.0,90678.0,5.7,0.2,1.0
2020,PINE BELLEVUE BUILDING,NonResidential,47.61543,-122.32657,EAST,1.0,1917,3,27544,27544,0,90.0,31.2,30.4,860469.0,837645.0,69.5,68.7,Office,27544.0,169472.0,12048202.094594594,2594.0,Office,Compliant,No Issue,578238.0,259407.0,16.9,0.6,1.0
2020,OLETA,Multifamily LR (1-4),47.61834,-122.32641,EAST,3.0,1910,3,21264,21264,0,73.0,63.5,61.3,1377817.0,1330519.0,93.0,90.5,Multifamily Housing,21693.0,94840.0,12048202.094594594,10069.0,Multifamily LR (1-4),Compliant,No Issue,323594.0,1006925.0,55.2,2.6,1.0
2020,BELGROVE COURT,Multifamily MR (5-9),47.61811,-122.32643,EAST,3.0,1992,6,63102,40992,22110,96.0,34.4,33.9,1473549.0,1452733.0,96.3,95.0,Multifamily Housing,30056.0,425772.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,1452733.0,2247779.528766311,7.7,0.2,1.0
2020,THE BURLINGAME,Multifamily MR (5-9),47.6179,-122.32647,EAST,3.0,1925,6,26694,26694,0,72.97791381968165,42.3,40.5,1230262.0,1177045.0,72.0,70.1,Multifamily Housing,25671.0,134320.0,12048202.094594594,7187.0,Multifamily MR (5-9),Compliant,No Issue,458300.0,718745.0,40.6,1.5,1.0
2020,1200 ALKI CONDOMINIUM,Multifamily MR (5-9),47.59445,-122.38819,SOUTHWEST,1.0,2000,5,26442,26442,0,72.97791381968165,31.7,31.1,838289.0,823327.0,62.9,62.3,Multifamily Housing,26442.0,131202.0,12048202.094594594,3757.0,Multifamily MR (5-9),Compliant,No Issue,447660.0,375668.0,22.3,0.8,1.0
2020,1223 SPRING STREET CONDOMINIUM,Multifamily HR (10+),47.61061,-122.32367,EAST,3.0,1929,12,66924,66924,0,3.3333333333333335,90.5,85.4,5552622.0,5235975.0,115.7,110.3,Multifamily Housing,61347.0,212236.0,12048202.094594594,45118.0,Multifamily HR (10+),Compliant,No Issue,724150.0,4511825.0,243.5,3.6,1.0
2020,1226 ALKI AVE SW,Multifamily MR (5-9),47.59393,-122.38886,SOUTHWEST,1.0,2008,6,24396,24396,0,72.97791381968165,35.1,34.9,612447.0,608176.0,72.6,72.3,Multifamily Housing,17426.0,104037.0,12048202.094594594,2532.0,Multifamily MR (5-9),Compliant,No Issue,354976.0,253201.0,15.3,0.6,1.0
2020,TWENTY-THIRD AND MAIN CONDOMINIUM,Multifamily MR (5-9),47.60004,-122.30256,CENTRAL,1.0,2000,6,49310,49310,0,82.5,30.69999981,34.05000038,1602845.5,1433330.5,70.85,75.14999847499999,,,312624.5,12048202.094594594,7776.0,,Not Compliant,Contact the Help Desk,1066674.0,777590.0,25.95,0.54,1.0
2020,1238 ALKI CONDOMINIUM,Multifamily MR (5-9),47.59376,-122.38936,SOUTHWEST,1.0,2002,6,25200,25200,0,72.97791381968165,31.3,30.6,826967.0,809925.0,68.3,67.2,Multifamily Housing,26450.0,155169.0,12048202.094594594,2805.0,Multifamily MR (5-9),Compliant,No Issue,529436.0,280489.0,17.7,0.7,1.0
2020,2001 WESTLAKE TERRACE CONDOMINIUM,Multifamily LR (1-4),47.63703,-122.34072,MAGNOLIA / QUEEN ANNE,7.0,1967,4,26294,26294,0,79.0,22.0,21.5,579970.0,566143.0,61.7,60.3,Multifamily Housing,26304.0,165927.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,566143.0,2247779.528766311,3.0,0.1,1.0
2020,22 WEST LEE,Multifamily LR (1-4),47.63148,-122.35766,MAGNOLIA / QUEEN ANNE,7.0,2005,4,36192,36192,0,87.0,29.5,28.6,1067633.0,1035817.0,68.8,67.3,Multifamily Housing,36192.0,225753.0,12048202.094594594,2655.0,Multifamily LR (1-4),Compliant,No Issue,770268.0,265549.0,18.2,0.5,1.0
2020,2700 FOURTH AVENUE CONDOMINIUM,Multifamily MR (5-9),47.61803,-122.34802,DOWNTOWN,1.0,1911,6,31008,31008,0,83.0,37.3,36.2,1014306.0,985114.0,104.5,101.5,Multifamily Housing,20428.0,288720.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,985114.0,2247779.528766311,5.2,0.2,1.0
2020,WESTBURY TERRACE CONDOMINIUM,Multifamily MR (5-9),47.70009,-122.32283,NORTH,5.0,1979,5,53088,53088,0,81.0,28.1,27.1,1492569.0,1438587.0,78.7,75.9,Multifamily Housing,53088.0,421626.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,1438587.0,2247779.528766311,7.6,0.1,1.0
2020,WESTERLY CONDOMINIUM,Multifamily LR (1-4),47.56178,-122.3891,SOUTHWEST,1.0,1989,4,20407,20407,0,76.0,31.8,31.0,539968.0,527787.0,88.9,86.9,Multifamily Housing,17000.0,154685.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,527787.0,2247779.528766311,2.8,0.1,1.0
2020,WESTERN TRIANGLE BUILDING CONDOMINIUM,NonResidential,47.61161,-122.34592,DOWNTOWN,7.0,1989,7,47415,47415,0,72.97791381968165,44.5,43.7,1514679.0,1487311.0,124.5,122.3,Office,25884.0,435906.0,12048202.094594594,22504.475928677562,Office,Compliant,No Issue,1487311.0,2247779.528766311,7.9,0.2,1.0
2020,AVALON WEST,Multifamily MR (5-9),47.5643,-122.37474,SOUTHWEST,1.0,1991,5,21294,21294,0,88.0,28.1,27.5,597810.0,586404.0,78.6,77.1,Multifamily Housing,21294.0,171865.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,586404.0,2247779.528766311,3.1,0.1,1.0
2020,WESTSIDE II,Multifamily MR (5-9),47.5643,-122.37409,SOUTHWEST,1.0,1991,5,30796,21294,9502,93.0,36.8,36.1,655056.0,642739.0,102.9,101.0,Multifamily Housing,17819.0,188376.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,642739.0,2247779.528766311,3.4,0.2,1.0
2020,TERRACE VILLA,Multifamily LR (1-4),47.56439,-122.37348,SOUTHWEST,1.0,1989,4,43441,30252,13189,92.0,27.0,26.5,816053.0,800438.0,75.5,74.1,Multifamily Housing,30259.0,234595.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,800438.0,2247779.528766311,4.3,0.1,1.0
2020,AVALON PARK VISTA,Multifamily MR (5-9),47.56379,-122.37356,DELRIDGE NEIGHBORHOODS,1.0,1999,5,80083,55665,24418,85.0,29.7,29.3,1688288.0,1665239.0,83.3,82.2,Multifamily Housing,56755.0,488054.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,1665239.0,2247779.528766311,8.9,0.2,1.0
2020,THE RESIDENCES AT 3295,Multifamily MR (5-9),47.56385,-122.37583,DELRIDGE NEIGHBORHOODS,1.0,2009,6,47321,9660,37661,94.0,35.4,35.1,1674040.0,1659086.0,99.0,98.1,Multifamily Housing,47321.0,485760.0,12048202.094594594,17.0,Multifamily MR (5-9),Compliant,No Issue,1657412.0,1674.0,8.9,0.9,1.0
2020,SWEDISH CLUB,NonResidential,47.63644,-122.34218,MAGNOLIA / QUEEN ANNE,7.0,1961,3,22960,22960,0,72.97791381968165,90.4,86.8,2074884.0,1991855.0,124.3,120.5,Other - Entertainment/Public Assembly,22960.0,113020.0,12048202.094594594,16062.0,Other - Entertainment/Public Assembly,Compliant,No Issue,385624.0,1606229.0,87.4,3.8,1.0
2020,MARTINIQUE APT,Multifamily MR (5-9),47.63908,-122.34228,MAGNOLIA / QUEEN ANNE,7.0,1966,5,61107,61107,0,96.0,25.3,24.5,1523596.0,1474962.0,70.9,68.6,Multifamily Housing,60162.0,432286.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,1474962.0,2247779.528766311,7.8,0.1,1.0
2020,SAFEWAY STORE # 1551,NonResidential,47.62048,-122.31386,EAST,3.0,1998,1,44739,44739,0,17.0,348.3,343.2,15582132.0,15356198.0,726.3,721.0,Supermarket/Grocery Store,44739.0,2701494.0,12048202.094594594,61387.0,Supermarket/Grocery Store,Compliant,No Issue,9217498.0,6138700.0,375.0,8.4,1.0
2020,PRIMEAU PLACE,Multifamily LR (1-4),47.62155,-122.31444,EAST,3.0,1984,4,42720,42720,0,80.0,32.5,31.6,1390027.0,1350222.0,91.1,88.5,Multifamily Housing,42720.0,395727.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1350222.0,2247779.528766311,7.2,0.2,1.0
2020,Dublin,Multifamily LR (1-4),47.62119,-122.31873,EAST,3.0,1909,3,21892,21892,0,100.0,25.6,25.4,559442.0,554993.0,45.0,44.8,Multifamily Housing,21892.0,66601.0,12048202.094594594,3277.0,Multifamily LR (1-4),Compliant,No Issue,227244.0,327749.0,18.6,0.9,1.0
2020,NAUTICA CONDO,Multifamily MR (5-9),47.63199,-122.3431,MAGNOLIA / QUEEN ANNE,7.0,1992,8,80705,80705,0,93.0,24.3,24.1,1962088.0,1945872.0,59.2,58.6,Multifamily Housing,80705.0,450358.0,12048202.094594594,4093.0,Multifamily MR (5-9),Compliant,No Issue,1536621.0,409251.0,29.9,0.4,1.0
2020,SANDPOINT VILLAGE,NonResidential,47.66816,-122.27706,NORTHEAST,4.0,1948,1,22778,22778,0,72.97791381968165,53.3,51.5,2331612.0,2251299.0,59.9,58.0,Retail Store,21194.0,28699.0,12048202.094594594,21534.0,Mixed Use Property,Compliant,No Issue,97920.0,2153379.0,114.9,5.0,1.0
2020,CHURCH OF PHILADELPHIA,NonResidential,47.68517,-122.38733,BALLARD,6.0,1956,2,21562,21562,0,38.0,42.7,40.3,916298.0,865105.0,58.3,55.8,Worship Facility,21052.0,48441.0,12048202.094594594,6998.0,Worship Facility,Not Compliant,Default Data,165281.0,699824.0,38.0,1.8,1.0
2020,CORONA APARTMENTS,Multifamily MR (5-9),47.62292,-122.32435,EAST,3.0,1960,5,31570,31570,0,97.0,30.0,30.1,946251.0,950549.0,70.2,69.6,Multifamily Housing,31570.0,200602.0,12048202.094594594,2661.0,Multifamily MR (5-9),Compliant,No Issue,684453.0,266096.0,17.8,0.6,1.0
2020,MLK FAME COMMUNITY CENTER CAMPUS,NonResidential,47.62322,-122.29006,CENTRAL,3.0,1959,1,25753,25753,0,72.97791381968165,50.9,46.9,1309552.0,1208852.0,65.7,61.4,Other - Entertainment/Public Assembly,25753.0,52200.0,12048202.094594594,10307.0,Other - Entertainment/Public Assembly,Compliant,No Issue,178106.0,1030746.0,55.7,2.2,1.0
